419,239
418,240
418,242
418,244
418,245
418,247
418,249
418,251
418,252
417,254
417,256
417,258
416,259
416,261
416,263
415,264
415,266
414,268
414,269
413,271
412,273
412,274
411,276
411,278
410,279
409,281
408,282
408,284
407,286
406,287
405,289
404,290
403,292
402,293
401,294
400,296
399,297
398,299
397,300
396,302
395,303
394,304
393,305
392,307
390,308
389,309
388,311
387,312
385,313
384,314
383,315
381,316
380,317
379,318
377,319
376,320
374,321
373,322
371,323
370,324
368,325
367,326
365,327
364,328
362,328
361,329
359,330
357,331
356,331
354,332
353,333
351,333
349,334
348,334
346,335
344,335
343,336
341,336
339,336
337,337
336,337
334,337
332,338
330,338
329,338
327,338
325,338
324,338
322,338
320,338
318,338
317,338
315,338
313,338
311,338
310,338
308,338
306,338
304,337
303,337
301,337
299,337
297,336
296,336
294,335
292,335
291,335
289,334
287,334
286,333
284,332
282,332
281,331
279,330
278,330
276,329
274,328
273,327
271,327
270,326
268,325
267,324
265,323
264,322
262,321
261,320
259,319
258,318
257,317
255,316
254,315
253,314
251,313
250,311
249,310
248,309
246,308
245,306
244,305
243,304
242,303
241,301
239,300
238,298
237,297
236,296
235,294
234,293
234,291
233,290
232,288
231,287
230,285
229,284
228,282
228,280
227,279
226,277
226,276
225,274
224,272
224,271
223,269
223,267
222,266
222,264
221,262
221,261
221,259
220,257
220,255
220,254
219,252
219,250
219,249
219,247
219,245
219,243
219,242
219,240
219,238
219,236
219,235
219,233
219,231
219,229
219,228
219,226
220,224
220,222
220,221
220,219
221,217
221,216
222,214
222,212
223,210
223,209
224,207
224,205
225,204
225,202
226,201
227,199
227,197
228,196
229,194
230,193
230,191
231,190
232,188
233,187
234,185
235,184
236,182
237,181
238,179
239,178
240,177
241,175
242,174
243,172
245,171
246,170
247,169
248,167
249,166
251,165
252,164
253,163
255,162
256,160
257,159
259,158
260,157
262,156
263,155
265,154
266,153
267,152
269,152
271,151
272,150
274,149
275,148
277,148
278,147
280,146
282,146
283,145
285,144
287,144
288,143
290,143
292,142
293,142
295,141
297,141
298,141
300,140
302,140
303,140
305,139
307,139
309,139
310,139
312,139
314,139
316,139
317,139
319,139
321,139
323,139
324,139
326,139
328,139
330,139
331,139
333,140
335,140
337,140
338,140
340,141
342,141
343,142
345,142
347,143
348,143
350,144
352,144
353,145
355,145
357,146
358,147
360,147
361,148
363,149
365,150
366,151
368,151
369,152
371,153
372,154
374,155
375,156
376,157
378,158
379,159
381,160
382,161
383,162
385,164
386,165
387,166
389,167
390,168
391,170
392,171
393,172
394,173
396,175
397,176
398,178
399,179
400,180
401,182
402,183
403,185
404,186
405,188
406,189
406,191
407,192
408,194
409,195
409,197
410,199
411,200
412,202
412,203
413,205
413,207
414,208
414,210
415,212
415,213
416,215
416,217
416,219
417,220
417,222
417,224
418,225
418,227
418,229
418,231
418,232
418,234
418,236
419,238
